EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,OverTime,Attrition,AttriationFlag,TenureGroup,IncomeGroup,EstimatedAttritionCost
623,37.0,Female,Research & Development,Manufacturing Director,7491.0,6.0,4.0,No,No,0,5+ years,High,0.0
2245,35.0,Female,Research & Development,Research Scientist,2609.0,4.0,4.0,No,No,0,2-5 years,Low,0.0
587,31.0,Male,Research & Development,Healthcare Representative,9824.0,1.0,3.0,No,Yes,1,0-2 years,High,29472.0
2262,31.0,Male,Research & Development,Laboratory Technician,4259.0,12.0,1.0,No,No,0,5+ years,Low,0.0
2255,43.0,Female,Research & Development,Research Scientist,5188.0,5.0,4.0,No,No,0,2-5 years,Medium,0.0
39,33.0,Male,Research & Development,Laboratory Technician,2496.0,1.0,4.0,No,No,0,0-2 years,Low,0.0
2280,36.0,Male,Sales,Sales Executive,5464.0,6.0,1.0,No,No,0,5+ years,Medium,0.0
1934,47.0,Male,Research & Development,Sales Executive,5467.0,8.0,2.0,No,No,0,5+ years,Medium,0.0
1133,36.0,Male,Research & Development,Manufacturing Director,7779.0,11.0,4.0,No,No,0,5+ years,High,0.0
1657,20.0,Female,Sales,Sales Representative,2783.0,2.0,3.0,No,No,0,0-2 years,Low,0.0
105,35.0,Male,Research & Development,Research Scientist,2859.0,6.0,3.0,No,No,0,5+ years,Low,0.0
319,42.0,Male,Research & Development,Manager,19232.0,22.0,4.0,No,No,0,5+ years,High,0.0
479,36.0,Male,Sales,Sales Executive,6653.0,1.0,4.0,No,No,0,0-2 years,High,0.0
2224,36.0,Female,Sales,Sales Executive,7359.0,11.0,2.0,No,No,0,5+ years,High,0.0
1822,40.0,Male,Research & Development,Healthcare Representative,6513.0,6.0,4.0,No,No,0,5+ years,High,0.0
1501,55.0,Male,Research & Development,Healthcare Representative,4035.0,3.0,3.0,Yes,No,0,2-5 years,Low,0.0
2103,18.0,Male,Research & Development,Research Scientist,1093.0,2.0,2.0,No,No,0,0-2 years,Low,0.0
2046,45.0,Female,Sales,Sales Executive,4850.0,5.0,3.0,No,No,0,2-5 years,Medium,0.0
754,43.0,Male,Sales,Sales Executive,6804.0,2.0,4.0,No,No,0,0-2 years,High,0.0
857,36.0,Male,Research & Development,Sales Executive,6201.0,18.0,4.0,Yes,No,0,5+ years,Medium,0.0
538,25.0,Male,Research & Development,Laboratory Technician,4031.0,2.0,3.0,No,Yes,1,0-2 years,Low,12093.0
852,44.0,Male,Research & Development,Healthcare Representative,5933.0,5.0,2.0,No,No,0,2-5 years,Medium,0.0
359,32.0,Male,Research & Development,Laboratory Technician,2794.0,5.0,2.0,No,No,0,2-5 years,Low,0.0
796,26.0,Male,Sales,Sales Executive,5326.0,6.0,1.0,No,Yes,1,5+ years,Medium,15978.0
1576,48.0,Female,Research & Development,Research Scientist,2367.0,8.0,1.0,No,No,0,5+ years,Low,0.0
571,30.0,Female,Research & Development,Laboratory Technician,2564.0,11.0,4.0,No,No,0,5+ years,Low,0.0
2091,32.0,Male,Sales,Sales Executive,4638.0,7.0,1.0,No,No,0,5+ years,Medium,0.0
501,36.0,Female,Research & Development,Research Scientist,5228.0,2.0,3.0,No,No,0,0-2 years,Medium,0.0
2100,28.0,Female,Research & Development,Manufacturing Director,9194.0,10.0,1.0,No,No,0,5+ years,High,0.0
2067,37.0,Male,Human Resources,Human Resources,3982.0,6.0,1.0,No,No,0,5+ years,Low,0.0
992,33.0,Male,Sales,Manager,17444.0,10.0,3.0,No,No,0,5+ years,High,0.0
1585,36.0,Female,Sales,Sales Executive,6815.0,1.0,3.0,No,No,0,0-2 years,High,0.0
566,19.0,Male,Research & Development,Human Resources,5228.0,1.0,4.0,No,Yes,1,0-2 years,Medium,15684.0
1447,34.0,Female,Research & Development,Laboratory Technician,3294.0,5.0,2.0,No,No,0,2-5 years,Low,0.0
2135,47.0,Male,Research & Development,Laboratory Technician,2456.0,3.0,3.0,No,Yes,1,2-5 years,Low,7368.0
1707,24.0,Male,Research & Development,Research Scientist,4401.0,5.0,3.0,No,No,0,2-5 years,Medium,0.0
2233,25.0,Female,Sales,Sales Executive,3580.0,0.0,3.0,Yes,No,0,0-2 years,Low,0.0
1764,32.0,Male,Research & Development,Research Scientist,2718.0,7.0,2.0,No,No,0,5+ years,Low,0.0
391,37.0,Female,Research & Development,Research Scientist,2115.0,17.0,4.0,No,No,0,5+ years,Low,0.0
722,32.0,Male,Sales,Sales Executive,5396.0,10.0,4.0,No,No,0,5+ years,Medium,0.0
271,38.0,Male,Research & Development,Manufacturing Director,6553.0,1.0,3.0,No,No,0,0-2 years,High,0.0
1611,45.0,Female,Research & Development,Laboratory Technician,5769.0,10.0,1.0,Yes,No,0,5+ years,Medium,0.0
1344,36.0,Female,Research & Development,Manufacturing Director,4663.0,6.0,3.0,Yes,No,0,5+ years,Medium,0.0
2071,36.0,Male,Research & Development,Research Scientist,3917.0,5.0,4.0,No,No,0,2-5 years,Low,0.0
806,30.0,Male,Research & Development,Laboratory Technician,3833.0,2.0,3.0,No,No,0,0-2 years,Low,0.0
2283,33.0,Male,Research & Development,Manufacturing Director,5228.0,5.0,2.0,No,No,0,2-5 years,Medium,0.0
144,22.0,Female,Research & Development,Laboratory Technician,5228.0,0.0,4.0,No,No,0,0-2 years,Medium,0.0
142,25.0,Male,Sales,Sales Executive,5744.0,6.0,3.0,Yes,Yes,1,5+ years,Medium,17232.0
2210,28.0,Female,Sales,Sales Executive,9437.0,8.0,3.0,Yes,No,0,5+ years,High,0.0
520,43.0,Male,Research & Development,Research Director,14336.0,25.0,2.0,No,No,0,5+ years,High,0.0
2086,47.0,Male,Research & Development,Sales Executive,3398.0,8.0,4.0,Yes,No,0,5+ years,Low,0.0
1662,36.0,Female,Research & Development,Manufacturing Director,4374.0,3.0,3.0,No,No,0,2-5 years,Medium,0.0
1815,41.0,Female,Sales,Sales Executive,5228.0,22.0,3.0,Yes,No,0,5+ years,Medium,0.0
734,41.0,Male,Human Resources,Manager,19189.0,22.0,3.0,No,No,0,5+ years,High,0.0
392,36.0,Male,Research & Development,Laboratory Technician,3161.0,1.0,3.0,Yes,Yes,1,0-2 years,Low,9483.0
312,29.0,Female,Sales,Sales Executive,7918.0,11.0,4.0,No,No,0,5+ years,High,0.0
807,34.0,Male,Research & Development,Manufacturing Director,4724.0,9.0,4.0,No,No,0,5+ years,Medium,0.0
1279,21.0,Female,Research & Development,Laboratory Technician,2625.0,2.0,3.0,No,Yes,1,0-2 years,Low,7875.0
2157,24.0,Male,Research & Development,Research Scientist,2857.0,7.0,2.0,No,Yes,1,5+ years,Low,8571.0
1871,39.0,Male,Research & Development,Research Scientist,3902.0,2.0,4.0,No,No,0,0-2 years,Low,0.0
424,31.0,Male,Human Resources,Human Resources,6410.0,2.0,1.0,No,No,0,0-2 years,High,0.0
5,33.0,Female,Research & Development,Research Scientist,2909.0,8.0,3.0,Yes,No,0,5+ years,Low,0.0
2228,40.0,Female,Research & Development,Research Scientist,4509.0,4.0,1.0,No,No,0,2-5 years,Medium,0.0
854,25.0,Male,Research & Development,Research Scientist,3424.0,4.0,1.0,No,No,0,2-5 years,Low,0.0
2177,24.0,Male,Sales,Sales Executive,9308.0,7.0,3.0,No,No,0,5+ years,High,0.0
2230,29.0,Male,Sales,Sales Executive,4957.0,9.0,3.0,No,No,0,5+ years,Medium,0.0
2093,36.0,Female,Research & Development,Research Scientist,5324.0,10.0,4.0,No,No,0,5+ years,Medium,0.0
2237,22.0,Male,Research & Development,Laboratory Technician,3621.0,2.0,3.0,No,No,0,0-2 years,Low,0.0
2098,45.0,Female,Sales,Manager,13150.0,0.0,4.0,No,No,0,0-2 years,High,0.0
1507,28.0,Male,Sales,Sales Executive,4898.0,4.0,3.0,No,No,0,2-5 years,Medium,0.0
1428,30.0,Female,Sales,Sales Executive,4779.0,3.0,1.0,No,No,0,2-5 years,Medium,0.0
947,31.0,Female,Sales,Sales Executive,6932.0,9.0,3.0,No,No,0,5+ years,High,0.0
245,36.0,Male,Research & Development,Laboratory Technician,2288.0,2.0,3.0,No,No,0,0-2 years,Low,0.0
74,35.0,Male,Sales,Sales Executive,9069.0,9.0,1.0,No,No,0,5+ years,High,0.0
2156,53.0,Male,Research & Development,Manufacturing Director,11675.0,4.0,2.0,No,No,0,2-5 years,High,0.0
592,36.0,Male,Sales,Sales Executive,9980.0,10.0,4.0,No,No,0,5+ years,High,0.0
1280,46.0,Female,Research & Development,Manager,18789.0,11.0,2.0,No,No,0,5+ years,High,0.0
1698,33.0,Male,Research & Development,Laboratory Technician,2028.0,14.0,2.0,No,No,0,5+ years,Low,0.0
1597,34.0,Male,Research & Development,Healthcare Representative,5063.0,8.0,3.0,No,No,0,5+ years,Medium,0.0
2211,33.0,Female,Research & Development,Research Director,10709.0,6.0,1.0,Yes,No,0,5+ years,High,0.0
2181,46.0,Female,Sales,Sales Executive,4521.0,4.0,3.0,Yes,No,0,2-5 years,Medium,0.0
1646,24.0,Male,Research & Development,Research Scientist,3760.0,6.0,4.0,Yes,No,0,5+ years,Low,0.0
440,31.0,Female,Research & Development,Manufacturing Director,7446.0,10.0,2.0,No,Yes,1,5+ years,High,22338.0
1962,35.0,Female,Sales,Sales Executive,5204.0,10.0,4.0,No,No,0,5+ years,Medium,0.0
91,36.0,Female,Sales,Sales Executive,5473.0,4.0,3.0,No,No,0,2-5 years,Medium,0.0
491,50.0,Male,Research & Development,Healthcare Representative,10496.0,4.0,4.0,No,No,0,2-5 years,High,0.0
2085,39.0,Male,Research & Development,Laboratory Technician,2260.0,3.0,2.0,Yes,Yes,1,2-5 years,Low,6780.0
2106,30.0,Female,Research & Development,Research Scientist,3150.0,6.0,2.0,No,No,0,5+ years,Low,0.0
724,38.0,Female,Research & Development,Healthcare Representative,7625.0,9.0,4.0,No,No,0,5+ years,High,0.0
1377,34.0,Male,Research & Development,Laboratory Technician,5429.0,8.0,3.0,No,No,0,5+ years,Medium,0.0
615,40.0,Male,Sales,Sales Executive,10932.0,1.0,1.0,No,No,0,0-2 years,High,0.0
1714,24.0,Male,Human Resources,Human Resources,1555.0,1.0,3.0,No,Yes,1,0-2 years,Low,4665.0
1288,44.0,Male,Research & Development,Manager,19190.0,25.0,3.0,No,No,0,5+ years,High,0.0
1318,40.0,Male,Sales,Sales Executive,9094.0,5.0,2.0,Yes,Yes,1,2-5 years,High,27282.0
62,46.0,Male,Sales,Sales Executive,5772.0,9.0,4.0,Yes,No,0,5+ years,Medium,0.0
1824,58.0,Male,Sales,Manager,16291.0,16.0,2.0,No,No,0,5+ years,High,0.0
529,37.0,Female,Research & Development,Research Scientist,5228.0,6.0,3.0,Yes,No,0,5+ years,Medium,0.0
1550,40.0,Male,Human Resources,Manager,16437.0,21.0,4.0,Yes,No,0,5+ years,High,0.0
829,36.0,Male,Human Resources,Human Resources,2143.0,5.0,2.0,No,No,0,2-5 years,Low,0.0
2070,31.0,Male,Sales,Sales Executive,5228.0,0.0,4.0,No,No,0,0-2 years,Medium,0.0
1042,36.0,Female,Research & Development,Laboratory Technician,2743.0,17.0,1.0,No,Yes,1,5+ years,Low,8229.0
1132,39.0,Male,Research & Development,Laboratory Technician,6782.0,5.0,2.0,No,No,0,2-5 years,High,0.0
420,32.0,Male,Sales,Sales Executive,5484.0,13.0,3.0,No,No,0,5+ years,Medium,0.0
485,33.0,Male,Sales,Sales Representative,2851.0,1.0,3.0,Yes,Yes,1,0-2 years,Low,8553.0
721,39.0,Female,Research & Development,Sales Executive,4553.0,6.0,3.0,No,No,0,5+ years,Medium,0.0
702,33.0,Male,Research & Development,Research Scientist,3348.0,10.0,1.0,Yes,Yes,1,5+ years,Low,10044.0
1264,29.0,Female,Research & Development,Research Director,16124.0,7.0,3.0,No,No,0,5+ years,High,0.0
2138,47.0,Female,Sales,Sales Executive,6831.0,6.0,2.0,Yes,Yes,1,5+ years,High,20493.0
2168,36.0,Male,Sales,Sales Representative,2044.0,3.0,1.0,No,Yes,1,2-5 years,Low,6132.0
235,19.0,Male,Sales,Sales Representative,2325.0,0.0,1.0,No,Yes,1,0-2 years,Low,6975.0
2274,36.0,Male,Human Resources,Manager,14042.0,20.0,2.0,Yes,No,0,5+ years,High,0.0
1056,28.0,Male,Sales,Sales Representative,1052.0,1.0,2.0,No,No,0,0-2 years,Low,0.0
1783,22.0,Female,Research & Development,Laboratory Technician,2398.0,1.0,1.0,Yes,Yes,1,0-2 years,Low,7194.0
865,32.0,Female,Research & Development,Sales Executive,5228.0,5.0,3.0,No,No,0,2-5 years,Medium,0.0
2159,27.0,Male,Research & Development,Laboratory Technician,5228.0,1.0,2.0,No,No,0,0-2 years,Medium,0.0
495,29.0,Male,Research & Development,Research Scientist,2201.0,3.0,3.0,No,No,0,2-5 years,Low,0.0
894,42.0,Female,Research & Development,Laboratory Technician,5231.0,5.0,4.0,Yes,No,0,2-5 years,Medium,0.0
223,57.0,Male,Research & Development,Sales Executive,9439.0,5.0,4.0,Yes,No,0,2-5 years,High,0.0
568,57.0,Male,Sales,Manager,14118.0,1.0,4.0,No,No,0,0-2 years,High,0.0
2081,24.0,Female,Research & Development,Human Resources,2497.0,6.0,1.0,No,No,0,5+ years,Low,0.0
1333,44.0,Male,Research & Development,Laboratory Technician,2362.0,3.0,1.0,No,Yes,1,2-5 years,Low,7086.0
998,33.0,Female,Research & Development,Healthcare Representative,5488.0,6.0,2.0,Yes,No,0,5+ years,Medium,0.0
2219,36.0,Male,Research & Development,Research Scientist,5228.0,10.0,1.0,Yes,Yes,1,5+ years,Medium,15684.0
2119,38.0,Female,Research & Development,Laboratory Technician,3506.0,4.0,3.0,No,No,0,2-5 years,Low,0.0
608,26.0,Female,Human Resources,Human Resources,2741.0,7.0,3.0,Yes,Yes,1,5+ years,Low,8223.0
981,53.0,Male,Sales,Manager,14852.0,17.0,3.0,No,No,0,5+ years,High,0.0
1395,33.0,Male,Sales,Sales Executive,9998.0,5.0,3.0,No,No,0,2-5 years,High,0.0
2260,49.0,Male,Research & Development,Manager,15289.0,25.0,3.0,No,No,0,5+ years,High,0.0
2015,38.0,Female,Research & Development,Research Director,13206.0,6.0,3.0,No,No,0,5+ years,High,0.0
1180,40.0,Female,Research & Development,Research Scientist,4422.0,1.0,4.0,Yes,No,0,0-2 years,Medium,0.0
1314,36.0,Female,Human Resources,Human Resources,3423.0,7.0,1.0,No,No,0,5+ years,Low,0.0
1863,46.0,Male,Sales,Sales Executive,13225.0,19.0,1.0,No,No,0,5+ years,High,0.0
2090,56.0,Male,Research & Development,Manager,16482.0,34.0,1.0,Yes,No,0,5+ years,High,0.0
2116,34.0,Female,Sales,Sales Executive,5610.0,4.0,1.0,No,No,0,2-5 years,Medium,0.0
40,36.0,Male,Research & Development,Healthcare Representative,5228.0,4.0,4.0,Yes,No,0,2-5 years,Medium,0.0
621,34.0,Male,Sales,Sales Executive,5337.0,10.0,4.0,No,No,0,5+ years,Medium,0.0
2139,41.0,Male,Research & Development,Research Scientist,4048.0,0.0,1.0,Yes,No,0,0-2 years,Low,0.0
1681,33.0,Female,Sales,Sales Executive,5368.0,6.0,4.0,Yes,No,0,5+ years,Medium,0.0
1543,36.0,Male,Research & Development,Research Scientist,4285.0,10.0,4.0,No,No,0,5+ years,Low,0.0
2179,34.0,Male,Human Resources,Human Resources,3849.0,12.0,1.0,No,No,0,5+ years,Low,0.0
2107,48.0,Female,Human Resources,Human Resources,3767.0,7.0,3.0,No,No,0,5+ years,Low,0.0
2110,36.0,Male,Research & Development,Research Director,17020.0,6.0,1.0,No,No,0,5+ years,High,0.0
1255,36.0,Male,Research & Development,Research Director,19740.0,8.0,4.0,No,No,0,5+ years,High,0.0
2122,31.0,Male,Research & Development,Laboratory Technician,1931.0,13.0,1.0,No,No,0,5+ years,Low,0.0
1677,49.0,Male,Research & Development,Manager,15379.0,8.0,3.0,No,No,0,5+ years,High,0.0
1045,45.0,Female,Sales,Manager,17650.0,6.0,4.0,No,No,0,5+ years,High,0.0
1237,36.0,Female,Research & Development,Manufacturing Director,10252.0,7.0,1.0,Yes,No,0,5+ years,High,0.0
1812,39.0,Male,Sales,Sales Executive,4127.0,2.0,4.0,No,No,0,0-2 years,Low,0.0
107,36.0,Female,Research & Development,Sales Executive,5329.0,13.0,4.0,Yes,No,0,5+ years,Medium,0.0
1961,38.0,Male,Sales,Sales Representative,2858.0,1.0,1.0,No,No,0,0-2 years,Low,0.0
2276,35.0,Male,Research & Development,Healthcare Representative,4741.0,7.0,2.0,Yes,No,0,5+ years,Medium,0.0
524,31.0,Female,Research & Development,Manufacturing Director,4306.0,13.0,1.0,No,No,0,5+ years,Low,0.0
1525,39.0,Female,Research & Development,Manufacturing Director,8376.0,2.0,2.0,No,No,0,0-2 years,High,0.0
416,31.0,Male,Sales,Sales Executive,6929.0,6.0,4.0,No,No,0,5+ years,High,0.0
1754,30.0,Male,Sales,Sales Executive,7140.0,7.0,1.0,No,No,0,5+ years,High,0.0
1998,42.0,Male,Research & Development,Research Scientist,5410.0,4.0,1.0,Yes,No,0,2-5 years,Medium,0.0
1864,27.0,Female,Sales,Sales Representative,3540.0,9.0,3.0,No,No,0,5+ years,Low,0.0
1834,28.0,Female,Research & Development,Research Scientist,3591.0,3.0,1.0,No,No,0,2-5 years,Low,0.0
925,47.0,Male,Sales,Sales Representative,5228.0,6.0,3.0,Yes,No,0,5+ years,Medium,0.0
2217,34.0,Male,Sales,Sales Executive,10405.0,16.0,1.0,No,Yes,1,5+ years,High,31215.0
2195,36.0,Male,Sales,Sales Representative,2532.0,3.0,3.0,No,Yes,1,2-5 years,Low,7596.0
2167,41.0,Male,Sales,Sales Executive,6786.0,3.0,4.0,No,No,0,2-5 years,High,0.0
1999,41.0,Male,Research & Development,Sales Executive,2782.0,5.0,4.0,No,No,0,2-5 years,Low,0.0
2269,31.0,Male,Research & Development,Laboratory Technician,2131.0,4.0,2.0,No,No,0,2-5 years,Low,0.0
856,35.0,Female,Research & Development,Research Scientist,2559.0,6.0,1.0,No,No,0,5+ years,Low,0.0
2279,43.0,Female,Research & Development,Research Scientist,4692.0,2.0,2.0,Yes,No,0,0-2 years,Medium,0.0
1483,57.0,Male,Research & Development,Research Scientist,4900.0,12.0,3.0,No,No,0,5+ years,Medium,0.0
2223,48.0,Female,Sales,Sales Executive,4904.0,8.0,1.0,No,No,0,5+ years,Medium,0.0
1642,44.0,Male,Human Resources,Human Resources,5743.0,10.0,4.0,Yes,No,0,5+ years,Medium,0.0
1035,41.0,Female,Research & Development,Research Director,19973.0,21.0,3.0,No,No,0,5+ years,High,0.0
2180,24.0,Female,Research & Development,Sales Executive,3924.0,5.0,1.0,Yes,No,0,2-5 years,Low,0.0
1487,29.0,Female,Sales,Sales Executive,5765.0,5.0,2.0,No,Yes,1,2-5 years,Medium,17295.0
799,54.0,Female,Research & Development,Manufacturing Director,5485.0,5.0,1.0,Yes,No,0,2-5 years,Medium,0.0
152,37.0,Male,Sales,Sales Executive,7428.0,5.0,4.0,No,No,0,2-5 years,High,0.0
2158,49.0,Female,Research & Development,Healthcare Representative,13234.0,17.0,2.0,Yes,No,0,5+ years,High,0.0
65,28.0,Male,Research & Development,Laboratory Technician,3441.0,2.0,3.0,Yes,Yes,1,0-2 years,Low,10323.0
744,44.0,Male,Research & Development,Laboratory Technician,3708.0,5.0,3.0,No,No,0,2-5 years,Low,0.0
762,56.0,Male,Research & Development,Healthcare Representative,11103.0,10.0,4.0,No,No,0,5+ years,High,0.0
575,46.0,Male,Research & Development,Research Director,17861.0,3.0,3.0,No,No,0,2-5 years,High,0.0
2104,43.0,Female,Research & Development,Manufacturing Director,4956.0,2.0,3.0,No,No,0,0-2 years,Medium,0.0
510,26.0,Male,Research & Development,Research Scientist,3102.0,6.0,3.0,No,Yes,1,5+ years,Low,9306.0
2173,31.0,Male,Sales,Sales Executive,4376.0,4.0,1.0,No,No,0,2-5 years,Medium,0.0
776,52.0,Male,Sales,Manager,5228.0,34.0,1.0,No,No,0,5+ years,Medium,0.0
1165,29.0,Female,Sales,Sales Executive,5228.0,6.0,1.0,No,Yes,1,5+ years,Medium,15684.0
817,33.0,Male,Research & Development,Sales Executive,5228.0,13.0,3.0,No,No,0,5+ years,Medium,0.0
1301,28.0,Male,Research & Development,Research Scientist,5228.0,3.0,1.0,No,No,0,2-5 years,Medium,0.0
600,35.0,Male,Sales,Sales Executive,4717.0,11.0,3.0,No,No,0,5+ years,Medium,0.0
2026,56.0,Male,Research & Development,Healthcare Representative,6306.0,13.0,3.0,No,No,0,5+ years,Medium,0.0
1044,33.0,Female,Sales,Sales Representative,2342.0,2.0,4.0,No,No,0,0-2 years,Low,0.0
1127,39.0,Male,Research & Development,Healthcare Representative,12169.0,18.0,4.0,No,Yes,1,5+ years,High,36507.0
1070,54.0,Female,Sales,Sales Executive,10686.0,9.0,3.0,No,No,0,5+ years,High,0.0
397,36.0,Male,Research & Development,Sales Executive,4485.0,8.0,2.0,No,No,0,5+ years,Medium,0.0
1163,34.0,Male,Sales,Sales Executive,5714.0,6.0,3.0,No,No,0,5+ years,Medium,0.0
2075,43.0,Male,Research & Development,Healthcare Representative,5644.0,4.0,3.0,No,No,0,2-5 years,Medium,0.0
811,23.0,Male,Research & Development,Laboratory Technician,1601.0,0.0,1.0,Yes,Yes,1,0-2 years,Low,4803.0
909,39.0,Female,Human Resources,Human Resources,5204.0,6.0,3.0,No,No,0,5+ years,Medium,0.0
250,53.0,Female,Research & Development,Manufacturing Director,4450.0,4.0,3.0,No,No,0,2-5 years,Medium,0.0
1475,44.0,Male,Research & Development,Research Scientist,3420.0,5.0,2.0,No,No,0,2-5 years,Low,0.0
1243,36.0,Female,Sales,Sales Executive,10377.0,13.0,4.0,Yes,No,0,5+ years,High,0.0
464,35.0,Male,Research & Development,Manufacturing Director,8095.0,16.0,2.0,No,No,0,5+ years,High,0.0
244,46.0,Female,Sales,Sales Executive,10453.0,24.0,3.0,No,No,0,5+ years,High,0.0
1101,33.0,Female,Research & Development,Research Scientist,4508.0,13.0,3.0,No,Yes,1,5+ years,Medium,13524.0
1002,45.0,Male,Research & Development,Laboratory Technician,3633.0,9.0,1.0,No,No,0,5+ years,Low,0.0
16,36.0,Male,Research & Development,Research Scientist,2911.0,5.0,3.0,No,No,0,2-5 years,Low,0.0
2052,35.0,Female,Research & Development,Research Scientist,2977.0,4.0,4.0,No,No,0,2-5 years,Low,0.0
150,24.0,Male,Research & Development,Laboratory Technician,2774.0,5.0,3.0,No,No,0,2-5 years,Low,0.0
970,36.0,Male,Sales,Sales Executive,10609.0,14.0,3.0,No,Yes,1,5+ years,High,31827.0
1581,26.0,Female,Research & Development,Research Scientist,5228.0,1.0,4.0,No,No,0,0-2 years,Medium,0.0
2189,36.0,Male,Research & Development,Laboratory Technician,2741.0,3.0,2.0,Yes,Yes,1,2-5 years,Low,8223.0
2074,44.0,Female,Sales,Sales Executive,8037.0,3.0,2.0,Yes,No,0,2-5 years,High,0.0
772,32.0,Male,Research & Development,Laboratory Technician,5309.0,10.0,4.0,No,No,0,5+ years,Medium,0.0
2057,31.0,Male,Research & Development,Manufacturing Director,9936.0,9.0,1.0,No,No,0,5+ years,High,0.0
134,32.0,Male,Research & Development,Research Scientist,2956.0,1.0,3.0,No,No,0,0-2 years,Low,0.0
2142,50.0,Female,Research & Development,Research Scientist,2468.0,9.0,3.0,No,No,0,5+ years,Low,0.0
1196,37.0,Female,Research & Development,Manufacturing Director,6474.0,14.0,3.0,No,No,0,5+ years,High,0.0
1202,29.0,Female,Research & Development,Research Scientist,2168.0,5.0,4.0,Yes,No,0,2-5 years,Low,0.0
567,36.0,Female,Sales,Sales Executive,8412.0,9.0,1.0,No,No,0,5+ years,High,0.0
634,36.0,Female,Research & Development,Healthcare Representative,9824.0,6.0,3.0,No,No,0,5+ years,High,0.0
2164,39.0,Male,Research & Development,Manufacturing Director,4339.0,4.0,4.0,No,No,0,2-5 years,Low,0.0
2184,58.0,Male,Sales,Manager,22024.0,36.0,3.0,No,No,0,5+ years,High,0.0
662,38.0,Female,Research & Development,Research Scientist,2619.0,0.0,1.0,No,No,0,0-2 years,Low,0.0
1675,38.0,Female,Research & Development,Laboratory Technician,2440.0,6.0,2.0,No,No,0,5+ years,Low,0.0
2096,32.0,Male,Research & Development,Manager,5228.0,5.0,1.0,No,No,0,2-5 years,Medium,0.0
63,35.0,Male,Research & Development,Laboratory Technician,2269.0,1.0,4.0,No,No,0,0-2 years,Low,0.0
1563,38.0,Male,Human Resources,Sales Executive,6077.0,6.0,3.0,No,No,0,5+ years,Medium,0.0
1281,34.0,Female,Sales,Sales Executive,4538.0,3.0,1.0,Yes,No,0,2-5 years,Medium,0.0
1883,29.0,Male,Research & Development,Laboratory Technician,2062.0,3.0,1.0,No,No,0,2-5 years,Low,0.0
1480,42.0,Female,Research & Development,Laboratory Technician,3673.0,12.0,4.0,No,No,0,5+ years,Low,0.0
2038,32.0,Male,Research & Development,Research Scientist,2439.0,4.0,1.0,No,No,0,2-5 years,Low,0.0
1987,25.0,Female,Research & Development,Human Resources,2187.0,2.0,2.0,No,No,0,0-2 years,Low,0.0
2108,52.0,Female,Research & Development,Laboratory Technician,7005.0,25.0,3.0,No,No,0,5+ years,High,0.0
423,36.0,Male,Research & Development,Research Scientist,4821.0,5.0,4.0,Yes,No,0,2-5 years,Medium,0.0
1995,38.0,Male,Sales,Sales Executive,4440.0,15.0,2.0,No,No,0,5+ years,Medium,0.0
1557,48.0,Female,Sales,Sales Executive,6439.0,8.0,3.0,No,No,0,5+ years,High,0.0
1478,34.0,Male,Sales,Sales Executive,4759.0,13.0,1.0,No,No,0,5+ years,Medium,0.0
869,28.0,Male,Human Resources,Human Resources,4936.0,5.0,4.0,No,No,0,2-5 years,Medium,0.0
147,34.0,Male,Research & Development,Laboratory Technician,6074.0,9.0,3.0,Yes,Yes,1,5+ years,Medium,18222.0
2117,44.0,Male,Research & Development,Manufacturing Director,8464.0,3.0,1.0,Yes,No,0,2-5 years,High,0.0
332,39.0,Female,Research & Development,Sales Executive,2232.0,6.0,3.0,No,No,0,5+ years,Low,0.0
2268,51.0,Male,Research & Development,Manufacturing Director,14201.0,13.0,3.0,Yes,No,0,5+ years,High,0.0
1148,42.0,Male,Research & Development,Laboratory Technician,5228.0,1.0,3.0,No,No,0,0-2 years,Medium,0.0
2234,36.0,Male,Research & Development,Manager,18720.0,21.0,3.0,Yes,No,0,5+ years,High,0.0
1286,28.0,Male,Research & Development,Laboratory Technician,2154.0,4.0,3.0,Yes,No,0,2-5 years,Low,0.0
2126,51.0,Male,Research & Development,Sales Executive,17770.0,6.0,2.0,No,No,0,5+ years,High,0.0
483,40.0,Female,Research & Development,Laboratory Technician,2213.0,7.0,3.0,Yes,No,0,5+ years,Low,0.0
323,50.0,Female,Sales,Manager,19517.0,7.0,4.0,No,No,0,5+ years,High,0.0
1724,40.0,Female,Research & Development,Manufacturing Director,6516.0,1.0,1.0,Yes,No,0,0-2 years,High,0.0
1482,30.0,Male,Research & Development,Research Scientist,1274.0,1.0,3.0,No,No,0,0-2 years,Low,0.0
439,32.0,Female,Research & Development,Research Scientist,5055.0,7.0,4.0,No,No,0,5+ years,Medium,0.0
2191,37.0,Male,Research & Development,Research Scientist,6607.0,6.0,2.0,Yes,No,0,5+ years,High,0.0
715,36.0,Male,Research & Development,Research Scientist,5228.0,1.0,4.0,No,No,0,0-2 years,Medium,0.0
1118,52.0,Male,Research & Development,Healthcare Representative,10445.0,8.0,2.0,No,No,0,5+ years,High,0.0
304,36.0,Male,Research & Development,Laboratory Technician,5914.0,13.0,2.0,No,No,0,5+ years,Medium,0.0
1018,26.0,Male,Research & Development,Manufacturing Director,5472.0,8.0,4.0,No,No,0,5+ years,Medium,0.0
