EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,OverTime,Attrition
1824,58.0,Male,Sales,Manager,16291.0,16.0,2.0,No,No
529,37.0,Female,Research & Development,Research Scientist,,,,Yes,No
1550,40.0,Male,Human Resources,Manager,16437.0,21.0,4.0,Yes,No
829,36.0,Male,Human Resources,Human Resources,2143.0,5.0,2.0,,No
2070,31.0,Male,Sales,Sales Executive,,0.0,4.0,No,No
800,27.0,,Sales,Sales Executive,,4.0,4.0,No,No
1042,36.0,Female,Research & Development,Laboratory Technician,2743.0,17.0,1.0,No,Yes
1132,39.0,Male,Research & Development,Laboratory Technician,6782.0,5.0,2.0,No,No
420,32.0,Male,Sales,Sales Executive,5484.0,13.0,3.0,,No
485,33.0,,Sales,Sales Representative,2851.0,1.0,3.0,Yes,Yes
721,39.0,Female,Research & Development,,4553.0,,3.0,No,No
702,33.0,Male,Research & Development,Research Scientist,3348.0,10.0,1.0,Yes,Yes
1264,29.0,Female,Research & Development,Research Director,16124.0,7.0,,No,No
2138,47.0,Female,Sales,Sales Executive,6831.0,6.0,2.0,Yes,Yes
2168,,,Sales,Sales Representative,2044.0,3.0,1.0,No,Yes
215,40.0,Male,Sales,Sales Executive,,12.0,4.0,,No
235,19.0,,Sales,Sales Representative,2325.0,0.0,1.0,,Yes
2274,,Male,Human Resources,Manager,14042.0,20.0,2.0,Yes,No
1056,28.0,Male,Sales,Sales Representative,1052.0,1.0,2.0,No,No
1783,22.0,Female,Research & Development,Laboratory Technician,2398.0,1.0,1.0,Yes,Yes
865,32.0,Female,Research & Development,,,5.0,3.0,No,No
2159,27.0,Male,Research & Development,Laboratory Technician,,1.0,2.0,No,No
1702,,,,Sales Representative,2275.0,3.0,4.0,Yes,Yes
495,29.0,Male,Research & Development,Research Scientist,2201.0,3.0,,No,No
538,25.0,Male,Research & Development,Laboratory Technician,4031.0,2.0,,No,Yes
1640,37.0,Female,Research & Development,Research Scientist,3936.0,8.0,2.0,No,No
894,42.0,Female,Research & Development,Laboratory Technician,5231.0,5.0,4.0,Yes,No
1352,51.0,Male,Human Resources,,,33.0,2.0,,No
223,57.0,Male,Research & Development,,9439.0,5.0,4.0,Yes,No
568,57.0,,Sales,Manager,14118.0,1.0,4.0,No,No
2081,24.0,Female,,Human Resources,2497.0,,1.0,No,No
1333,44.0,Male,Research & Development,Laboratory Technician,2362.0,3.0,1.0,No,Yes
998,33.0,Female,Research & Development,Healthcare Representative,5488.0,6.0,2.0,Yes,No
2219,,,Research & Development,Research Scientist,,10.0,1.0,Yes,Yes
2119,38.0,Female,Research & Development,Laboratory Technician,3506.0,4.0,3.0,No,No
608,26.0,Female,Human Resources,Human Resources,2741.0,7.0,3.0,Yes,Yes
981,53.0,Male,Sales,Manager,14852.0,17.0,3.0,No,No
245,,,Research & Development,Laboratory Technician,2288.0,2.0,,No,No
1395,33.0,Male,Sales,Sales Executive,9998.0,5.0,,No,No
2260,49.0,Male,Research & Development,Manager,15289.0,25.0,3.0,No,No
2015,38.0,Female,Research & Development,Research Director,13206.0,,3.0,No,No
1180,40.0,Female,Research & Development,Research Scientist,4422.0,1.0,4.0,Yes,No
1314,,Female,Human Resources,Human Resources,3423.0,7.0,1.0,No,No
1863,46.0,,Sales,Sales Executive,13225.0,19.0,1.0,No,No
2090,56.0,Male,Research & Development,Manager,16482.0,34.0,1.0,Yes,No
2116,34.0,Female,Sales,Sales Executive,5610.0,4.0,1.0,No,No
40,,Male,Research & Development,Healthcare Representative,,4.0,4.0,Yes,No
621,34.0,Male,Sales,Sales Executive,5337.0,10.0,4.0,,No
2139,41.0,Male,Research & Development,Research Scientist,4048.0,0.0,1.0,Yes,No
1681,33.0,Female,Sales,Sales Executive,5368.0,6.0,4.0,Yes,No
1543,,Male,Research & Development,Research Scientist,4285.0,10.0,4.0,No,No
2179,34.0,Male,Human Resources,Human Resources,3849.0,12.0,1.0,No,No
2107,48.0,Female,Human Resources,Human Resources,3767.0,7.0,3.0,No,No
39,33.0,Male,,Laboratory Technician,2496.0,1.0,4.0,No,No
2110,,Male,,Research Director,17020.0,6.0,1.0,No,No
1255,,Male,,Research Director,19740.0,8.0,4.0,No,No
2122,31.0,Male,Research & Development,Laboratory Technician,1931.0,13.0,1.0,No,No
564,29.0,Male,Research & Development,Research Director,11935.0,,3.0,No,No
1677,49.0,Male,,Manager,15379.0,8.0,3.0,No,No
1045,45.0,Female,Sales,Manager,17650.0,,4.0,No,No
1237,36.0,Female,Research & Development,Manufacturing Director,10252.0,7.0,1.0,Yes,No
1812,39.0,Male,Sales,Sales Executive,4127.0,2.0,4.0,,No
107,,Female,Research & Development,,5329.0,13.0,4.0,Yes,No
1961,38.0,Male,Sales,Sales Representative,2858.0,1.0,1.0,No,No
2276,35.0,,Research & Development,Healthcare Representative,4741.0,7.0,2.0,Yes,No
524,31.0,Female,Research & Development,Manufacturing Director,4306.0,13.0,1.0,No,No
1525,39.0,Female,Research & Development,Manufacturing Director,8376.0,2.0,2.0,No,No
416,31.0,Male,Sales,Sales Executive,6929.0,,4.0,No,No
1754,30.0,Male,Sales,Sales Executive,7140.0,7.0,1.0,No,No
1998,42.0,Male,Research & Development,Research Scientist,5410.0,4.0,1.0,Yes,No
1864,27.0,Female,Sales,Sales Representative,3540.0,9.0,3.0,No,No
192,45.0,Male,Research & Development,Research Scientist,3452.0,6.0,4.0,No,No
1834,28.0,Female,Research & Development,Research Scientist,3591.0,3.0,1.0,No,No
925,47.0,,Sales,Sales Representative,,,,Yes,No
2217,34.0,Male,Sales,Sales Executive,10405.0,16.0,1.0,No,Yes
2195,,Male,Sales,Sales Representative,2532.0,3.0,3.0,No,Yes
2167,41.0,Male,Sales,Sales Executive,6786.0,3.0,4.0,No,No
1999,41.0,Male,Research & Development,,2782.0,5.0,4.0,No,No
551,42.0,Female,Research & Development,Healthcare Representative,4523.0,6.0,4.0,No,No
2269,31.0,Male,Research & Development,Laboratory Technician,2131.0,4.0,2.0,No,No
856,35.0,Female,Research & Development,Research Scientist,2559.0,6.0,1.0,No,No
2279,43.0,Female,Research & Development,Research Scientist,4692.0,2.0,2.0,Yes,No
1483,57.0,Male,Research & Development,Research Scientist,4900.0,12.0,3.0,,No
2223,48.0,Female,Sales,Sales Executive,4904.0,8.0,1.0,No,No
1642,44.0,Male,Human Resources,Human Resources,5743.0,10.0,4.0,Yes,No
1035,41.0,Female,Research & Development,Research Director,19973.0,21.0,3.0,,No
2180,24.0,Female,Research & Development,,3924.0,5.0,1.0,Yes,No
1487,29.0,Female,Sales,Sales Executive,5765.0,5.0,2.0,No,Yes
799,54.0,Female,Research & Development,Manufacturing Director,5485.0,5.0,1.0,Yes,No
152,37.0,,Sales,Sales Executive,7428.0,5.0,4.0,No,No
2158,49.0,Female,Research & Development,Healthcare Representative,13234.0,17.0,2.0,Yes,No
65,28.0,Male,Research & Development,Laboratory Technician,3441.0,2.0,3.0,Yes,Yes
744,44.0,Male,Research & Development,Laboratory Technician,3708.0,5.0,3.0,No,No
1318,40.0,Male,Sales,Sales Executive,9094.0,5.0,2.0,Yes,Yes
762,56.0,Male,Research & Development,Healthcare Representative,11103.0,10.0,4.0,No,No
475,30.0,Female,Sales,Sales Executive,4736.0,,3.0,Yes,No
575,46.0,,Research & Development,Research Director,17861.0,3.0,3.0,No,No
2104,43.0,Female,Research & Development,Manufacturing Director,4956.0,2.0,3.0,No,No
510,26.0,Male,Research & Development,Research Scientist,3102.0,6.0,,No,Yes
2173,31.0,Male,Sales,Sales Executive,4376.0,4.0,1.0,No,No
776,52.0,,Sales,Manager,,34.0,1.0,No,No
1165,29.0,Female,Sales,Sales Executive,,,1.0,No,Yes
817,33.0,Male,Research & Development,,,13.0,3.0,No,No
1301,28.0,Male,Research & Development,Research Scientist,,3.0,1.0,No,No
600,35.0,Male,Sales,Sales Executive,4717.0,11.0,,No,No
2026,56.0,Male,Research & Development,Healthcare Representative,6306.0,13.0,3.0,No,No
1044,33.0,Female,Sales,Sales Representative,2342.0,2.0,4.0,No,No
1127,39.0,Male,Research & Development,Healthcare Representative,12169.0,18.0,4.0,No,Yes
2199,31.0,Female,Research & Development,Laboratory Technician,2509.0,7.0,2.0,,No
1070,54.0,Female,Sales,Sales Executive,10686.0,9.0,3.0,No,No
1507,28.0,Male,Sales,Sales Executive,4898.0,4.0,,No,No
579,34.0,Male,Research & Development,Research Scientist,2768.0,7.0,3.0,No,No
1125,38.0,Male,Sales,Sales Executive,7351.0,1.0,2.0,No,No
86,45.0,Male,Research & Development,Research Scientist,9724.0,1.0,1.0,No,No
397,36.0,Male,,,4485.0,8.0,2.0,No,No
1163,34.0,,Sales,Sales Executive,5714.0,,3.0,No,No
440,31.0,Female,Research & Development,Manufacturing Director,7446.0,10.0,2.0,,Yes
1258,48.0,Male,Research & Development,Laboratory Technician,2559.0,1.0,2.0,No,No
2075,43.0,Male,Research & Development,Healthcare Representative,5644.0,4.0,3.0,No,No
811,23.0,Male,Research & Development,Laboratory Technician,1601.0,0.0,1.0,Yes,Yes
909,39.0,Female,Human Resources,Human Resources,5204.0,,,No,No
250,53.0,Female,Research & Development,Manufacturing Director,4450.0,4.0,,No,No
1475,44.0,Male,Research & Development,Research Scientist,3420.0,5.0,2.0,No,No
1243,,Female,Sales,Sales Executive,10377.0,13.0,4.0,Yes,No
464,35.0,Male,Research & Development,Manufacturing Director,8095.0,16.0,2.0,No,No
244,46.0,Female,Sales,Sales Executive,10453.0,24.0,,No,No
1101,33.0,Female,Research & Development,Research Scientist,4508.0,13.0,3.0,No,Yes
1002,45.0,Male,Research & Development,Laboratory Technician,3633.0,9.0,1.0,,No
16,,Male,,Research Scientist,2911.0,5.0,3.0,No,No
2052,35.0,Female,Research & Development,Research Scientist,2977.0,4.0,4.0,No,No
150,24.0,Male,Research & Development,Laboratory Technician,2774.0,5.0,3.0,No,No
970,,Male,Sales,Sales Executive,10609.0,14.0,3.0,No,Yes
1581,26.0,Female,Research & Development,Research Scientist,,1.0,4.0,No,No
2189,36.0,Male,Research & Development,Laboratory Technician,2741.0,3.0,2.0,Yes,Yes
2074,44.0,Female,Sales,,8037.0,3.0,2.0,Yes,No
772,32.0,Male,Research & Development,Laboratory Technician,5309.0,10.0,4.0,No,No
2057,31.0,Male,Research & Development,Manufacturing Director,9936.0,9.0,1.0,No,No
134,32.0,Male,Research & Development,Research Scientist,2956.0,1.0,,No,No
2142,50.0,Female,Research & Development,Research Scientist,2468.0,9.0,3.0,No,No
1196,37.0,Female,Research & Development,Manufacturing Director,6474.0,14.0,,No,No
1202,29.0,Female,Research & Development,Research Scientist,2168.0,5.0,4.0,Yes,No
2283,33.0,,Research & Development,Manufacturing Director,,5.0,2.0,No,No
567,,Female,Sales,Sales Executive,8412.0,9.0,1.0,No,No
634,,Female,Research & Development,Healthcare Representative,9824.0,,3.0,No,No
2164,39.0,Male,Research & Development,Manufacturing Director,4339.0,4.0,4.0,No,No
2184,58.0,Male,Sales,Manager,22024.0,36.0,3.0,No,No
662,38.0,Female,,Research Scientist,2619.0,0.0,1.0,No,No
1675,38.0,Female,Research & Development,Laboratory Technician,2440.0,,2.0,No,No
2096,32.0,Male,Research & Development,Manager,,5.0,1.0,No,No
63,35.0,Male,Research & Development,Laboratory Technician,2269.0,1.0,4.0,No,No
1563,38.0,Male,Human Resources,,6077.0,,3.0,No,No
1281,34.0,Female,Sales,Sales Executive,4538.0,3.0,1.0,Yes,No
1883,29.0,Male,Research & Development,Laboratory Technician,2062.0,3.0,1.0,No,No
1480,42.0,Female,Research & Development,Laboratory Technician,3673.0,12.0,4.0,,No
2038,32.0,,Research & Development,Research Scientist,2439.0,4.0,1.0,No,No
1987,25.0,Female,,Human Resources,2187.0,2.0,2.0,No,No
2108,52.0,Female,Research & Development,Laboratory Technician,7005.0,25.0,3.0,No,No
423,,Male,Research & Development,Research Scientist,4821.0,5.0,4.0,Yes,No
1834,38.0,Female,Sales,,8686.0,8.0,4.0,No,No
1995,38.0,Male,Sales,Sales Executive,4440.0,15.0,2.0,No,No
1557,48.0,Female,Sales,Sales Executive,6439.0,8.0,,No,No
1478,34.0,Male,Sales,Sales Executive,4759.0,13.0,1.0,No,No
1344,34.0,Male,Research & Development,Healthcare Representative,8500.0,9.0,4.0,No,No
869,28.0,Male,Human Resources,Human Resources,4936.0,5.0,4.0,No,No
147,34.0,Male,Research & Development,Laboratory Technician,6074.0,9.0,3.0,Yes,Yes
2117,44.0,Male,Research & Development,Manufacturing Director,8464.0,3.0,1.0,Yes,No
1646,24.0,Female,Research & Development,Research Scientist,3760.0,6.0,4.0,Yes,No
2262,31.0,Male,Research & Development,Laboratory Technician,4259.0,12.0,1.0,No,No
332,39.0,Female,Research & Development,,2232.0,,3.0,No,No
2268,51.0,Male,Research & Development,Manufacturing Director,14201.0,13.0,,Yes,No
1148,42.0,Male,Research & Development,Laboratory Technician,,1.0,,,No
2234,36.0,Male,Research & Development,Manager,18720.0,21.0,3.0,Yes,No
1286,28.0,Male,Research & Development,Laboratory Technician,2154.0,4.0,3.0,Yes,No
2126,51.0,Male,Research & Development,,17770.0,6.0,2.0,No,No
483,40.0,Female,Research & Development,Laboratory Technician,2213.0,7.0,3.0,Yes,No
323,50.0,Female,Sales,Manager,19517.0,7.0,4.0,No,No
1724,40.0,Female,Research & Development,Manufacturing Director,6516.0,1.0,1.0,Yes,No
1482,30.0,Male,Research & Development,Research Scientist,1274.0,1.0,3.0,No,No
439,32.0,Female,Research & Development,Research Scientist,5055.0,7.0,4.0,No,No
2191,37.0,Male,Research & Development,Research Scientist,6607.0,6.0,2.0,Yes,No
715,,Male,Research & Development,Research Scientist,,1.0,4.0,No,No
1118,52.0,Male,Research & Development,Healthcare Representative,10445.0,8.0,2.0,No,No
304,36.0,,Research & Development,Laboratory Technician,5914.0,13.0,2.0,No,No
1018,26.0,Male,Research & Development,Manufacturing Director,5472.0,8.0,4.0,No,No
2055,50.0,Male,Sales,Sales Executive,10854.0,3.0,,Yes,Yes
1708,41.0,Male,Sales,Sales Executive,9241.0,10.0,3.0,No,No
1696,34.0,Male,Research & Development,Laboratory Technician,3986.0,15.0,4.0,No,No
2196,41.0,Male,Research & Development,Laboratory Technician,,3.0,3.0,,No
1997,,Male,Research & Development,Manufacturing Director,5321.0,8.0,3.0,No,No
271,38.0,Male,Research & Development,Manufacturing Director,6553.0,1.0,,,No
366,29.0,Male,Sales,Sales Executive,6644.0,0.0,2.0,No,No
803,38.0,Female,Research & Development,Manufacturing Director,5980.0,15.0,1.0,Yes,No
1724,40.0,Female,,Manufacturing Director,6516.0,1.0,1.0,Yes,No
1457,46.0,Male,Sales,,10096.0,7.0,4.0,No,Yes
827,42.0,Female,,Manufacturing Director,6062.0,4.0,4.0,Yes,No
361,38.0,,Sales,,5249.0,8.0,4.0,No,No
547,42.0,Female,,Research Scientist,,5.0,3.0,,No
940,58.0,Female,Research & Development,Healthcare Representative,10552.0,6.0,,Yes,No
951,,,Research & Development,Laboratory Technician,2332.0,3.0,2.0,No,No
2073,31.0,Female,Research & Development,Research Scientist,2179.0,1.0,1.0,No,No
757,34.0,Female,Research & Development,Healthcare Representative,6142.0,5.0,3.0,No,No
1599,43.0,Male,Research & Development,Laboratory Technician,4876.0,6.0,2.0,No,No
1702,23.0,Male,,Sales Representative,2275.0,3.0,4.0,Yes,Yes
1373,56.0,Male,Research & Development,Manufacturing Director,13402.0,19.0,2.0,Yes,No
1311,30.0,,Research & Development,Laboratory Technician,4627.0,9.0,4.0,No,No
2061,36.0,Male,Research & Development,Laboratory Technician,2571.0,5.0,4.0,No,No
901,53.0,Female,Research & Development,Research Director,14275.0,12.0,,No,No
1248,19.0,Female,Research & Development,Research Scientist,1859.0,1.0,,Yes,Yes
2200,47.0,Female,Human Resources,Human Resources,,7.0,4.0,No,No
1966,32.0,Male,Research & Development,Manufacturing Director,9679.0,1.0,4.0,No,No
391,37.0,Female,,Research Scientist,2115.0,17.0,4.0,No,No
1574,32.0,Male,Research & Development,Research Scientist,,,,No,No
743,38.0,Female,Research & Development,Manufacturing Director,7861.0,1.0,3.0,Yes,No
2263,25.0,Female,Research & Development,Research Scientist,2328.0,5.0,2.0,No,No
1497,29.0,Male,Sales,Sales Executive,8620.0,10.0,,No,No
763,40.0,Female,Research & Development,Research Scientist,2342.0,4.0,4.0,Yes,No
2278,33.0,Male,Sales,Sales Executive,10036.0,10.0,2.0,,No
1243,28.0,Male,Research & Development,Manufacturing Director,6549.0,8.0,2.0,No,No
2169,42.0,Female,Research & Development,Manager,,0.0,2.0,No,No
498,28.0,Male,Sales,Sales Executive,5253.0,7.0,4.0,No,No
2023,41.0,Male,Human Resources,Manager,,21.0,4.0,No,No
2198,30.0,,Research & Development,Research Scientist,5098.0,11.0,3.0,No,Yes
380,37.0,Female,Research & Development,Research Director,13603.0,5.0,4.0,Yes,No
671,44.0,Male,Research & Development,Manager,19513.0,2.0,4.0,Yes,No
1356,34.0,Female,Sales,Sales Executive,6125.0,10.0,1.0,No,No
1641,40.0,Female,Research & Development,Manufacturing Director,7945.0,4.0,4.0,Yes,No
2204,25.0,Male,Research & Development,Research Scientist,3909.0,4.0,4.0,No,Yes
1789,46.0,,Research & Development,Research Director,19328.0,2.0,4.0,Yes,No
1083,26.0,,,Laboratory Technician,3955.0,5.0,1.0,No,No
1321,30.0,Female,Research & Development,Manager,11916.0,9.0,1.0,Yes,No
162,51.0,Male,Research & Development,Research Director,19537.0,20.0,3.0,No,No
844,27.0,Male,Research & Development,Research Director,12808.0,9.0,4.0,Yes,No
837,38.0,Male,Research & Development,Healthcare Representative,6288.0,4.0,1.0,No,No
1792,44.0,,Research & Development,Research Scientist,2342.0,5.0,2.0,Yes,Yes
1969,54.0,Female,Research & Development,Research Scientist,2897.0,4.0,3.0,No,No
440,28.0,Male,Research & Development,Research Scientist,3464.0,,4.0,Yes,Yes
1794,37.0,,Human Resources,Human Resources,4071.0,10.0,2.0,No,No
2114,41.0,Male,Research & Development,Research Scientist,3432.0,4.0,3.0,No,No
985,39.0,Male,Sales,Sales Executive,,8.0,3.0,No,No
1573,38.0,Male,Research & Development,Manufacturing Director,4855.0,5.0,2.0,No,Yes
872,22.0,Male,Research & Development,Manufacturing Director,4775.0,2.0,4.0,No,No
605,42.0,Male,Research & Development,Manufacturing Director,7406.0,10.0,1.0,Yes,No
2218,45.0,Male,Research & Development,Research Director,21058.0,3.0,2.0,Yes,No
1775,53.0,Female,Research & Development,Manufacturing Director,12965.0,3.0,3.0,Yes,No
1102,28.0,,Research & Development,,2207.0,,3.0,No,No
2092,22.0,Male,Research & Development,Research Scientist,3788.0,3.0,3.0,No,No
1544,52.0,,Sales,Manager,19068.0,33.0,3.0,Yes,No
2190,55.0,Female,Research & Development,Research Director,22441.0,7.0,2.0,Yes,No
791,52.0,Male,Research & Development,Research Scientist,4258.0,,4.0,No,No
1071,56.0,Female,Research & Development,Research Scientist,2942.0,5.0,3.0,No,No
2267,,Male,Research & Development,Healthcare Representative,10525.0,0.0,2.0,No,Yes
645,25.0,Male,Sales,Sales Representative,2096.0,7.0,3.0,No,No
586,35.0,,Research & Development,Healthcare Representative,,8.0,3.0,Yes,No
746,47.0,Female,Sales,Sales Executive,13770.0,22.0,3.0,Yes,No
441,30.0,Female,Research & Development,Research Scientist,5775.0,10.0,4.0,No,No
20,29.0,Female,Research & Development,Manufacturing Director,9980.0,10.0,1.0,No,No
775,34.0,Female,Research & Development,Manufacturing Director,5121.0,0.0,1.0,No,No
1012,18.0,Male,Research & Development,Research Scientist,1051.0,0.0,4.0,No,No
388,29.0,,Sales,Sales Executive,4554.0,10.0,4.0,No,No
689,37.0,Male,Research & Development,Manufacturing Director,9434.0,10.0,3.0,No,No
1079,21.0,Female,Research & Development,Laboratory Technician,1416.0,,1.0,No,Yes
1918,26.0,Male,Research & Development,Laboratory Technician,,7.0,4.0,No,No
117,30.0,Male,Research & Development,,,11.0,4.0,No,No
2161,40.0,Female,Research & Development,Manufacturing Director,6607.0,16.0,3.0,Yes,No
2141,35.0,Male,Research & Development,Research Scientist,5071.0,8.0,1.0,No,No
792,26.0,Female,Research & Development,Laboratory Technician,4364.0,2.0,4.0,No,No
1853,,Male,Sales,Sales Executive,4648.0,0.0,4.0,No,No
473,48.0,Female,Sales,Manager,12504.0,0.0,3.0,No,No
1834,28.0,Female,Research & Development,,3591.0,3.0,1.0,No,No
826,35.0,Female,Research & Development,,2506.0,2.0,3.0,No,No
1306,45.0,,Research & Development,Manager,,0.0,2.0,No,No
2209,30.0,Male,Sales,Sales Executive,4930.0,1.0,2.0,No,No
649,34.0,Male,Research & Development,Research Scientist,3622.0,6.0,4.0,Yes,No
2082,40.0,Female,Research & Development,Manufacturing Director,8952.0,2.0,,Yes,No
2151,26.0,Male,Sales,Sales Executive,4243.0,3.0,2.0,No,No
1544,29.0,Female,Research & Development,Healthcare Representative,9715.0,,1.0,No,No
730,53.0,Male,Research & Development,Research Director,14814.0,5.0,3.0,No,No
728,47.0,Male,Sales,Sales Executive,4960.0,7.0,1.0,No,No
1096,55.0,Male,Research & Development,Manufacturing Director,10976.0,3.0,2.0,No,No
1395,36.0,Male,Research & Development,Laboratory Technician,3688.0,1.0,4.0,No,No
1673,31.0,Female,Sales,Sales Executive,5476.0,10.0,4.0,No,No
1845,45.0,Female,Sales,Sales Executive,5154.0,8.0,3.0,No,No
807,40.0,Female,Research & Development,Healthcare Representative,4244.0,8.0,2.0,No,No
1651,36.0,Female,Research & Development,Healthcare Representative,8008.0,3.0,1.0,No,No
91,59.0,Female,Sales,Sales Executive,5473.0,4.0,,No,No
2131,41.0,Male,Research & Development,Research Scientist,3337.0,2.0,1.0,Yes,No
2149,36.0,,Research & Development,Laboratory Technician,6372.0,7.0,4.0,Yes,Yes
2077,44.0,Female,Sales,Sales Executive,4740.0,7.0,2.0,Yes,No
1981,24.0,Male,Research & Development,Healthcare Representative,,4.0,3.0,No,No
487,46.0,Female,Research & Development,Manufacturing Director,5258.0,,3.0,No,No
2055,50.0,Male,Sales,Sales Executive,10854.0,3.0,,Yes,Yes
240,45.0,Female,Sales,Sales Executive,5006.0,5.0,1.0,Yes,No
2115,31.0,Male,Research & Development,Research Scientist,2239.0,3.0,3.0,No,No
2080,42.0,Male,Research & Development,Healthcare Representative,9710.0,19.0,4.0,Yes,No
2147,32.0,Male,Research & Development,Manufacturing Director,5080.0,9.0,1.0,,No
2232,33.0,Male,Research & Development,Healthcare Representative,4548.0,5.0,,No,No
1569,35.0,Female,Research & Development,Laboratory Technician,2074.0,1.0,1.0,Yes,Yes
2066,24.0,Female,Sales,Sales Representative,2494.0,0.0,1.0,No,Yes
944,49.0,Female,Research & Development,,7403.0,26.0,2.0,No,No
1440,37.0,Male,Research & Development,Laboratory Technician,3500.0,6.0,3.0,No,No
442,31.0,Female,Research & Development,Manufacturing Director,8943.0,10.0,3.0,No,No
1184,34.0,Male,Research & Development,Healthcare Representative,,13.0,1.0,No,No
1881,31.0,Male,Research & Development,Laboratory Technician,4197.0,10.0,3.0,No,No
785,47.0,Female,Sales,Sales Executive,6397.0,,3.0,Yes,Yes
2193,29.0,Female,Research & Development,Research Scientist,5576.0,11.0,,No,No
1597,34.0,,Research & Development,Healthcare Representative,5063.0,8.0,,No,No
665,44.0,Female,Human Resources,Human Resources,5985.0,2.0,3.0,No,No
2183,,,,Manufacturing Director,8511.0,8.0,3.0,No,No
2244,26.0,Female,,Laboratory Technician,3010.0,6.0,4.0,No,No
2185,36.0,Male,Sales,Sales Executive,5228.0,4.0,3.0,Yes,Yes
2099,27.0,Male,Research & Development,Research Scientist,,2.0,3.0,No,No
1581,26.0,,Research & Development,Research Scientist,2061.0,1.0,4.0,No,No
1709,29.0,Female,,,2974.0,5.0,3.0,No,No
2160,32.0,Male,Sales,Sales Executive,10332.0,14.0,2.0,,No
1060,38.0,,Research & Development,Research Scientist,2821.0,2.0,3.0,No,No
1985,40.0,Female,,Laboratory Technician,,10.0,3.0,No,No
800,35.0,Male,Sales,Sales Executive,8020.0,11.0,2.0,No,No
1709,29.0,Female,,,2974.0,5.0,3.0,No,No
261,35.0,Male,Research & Development,Manufacturing Director,5916.0,,3.0,Yes,Yes
1922,45.0,Male,Research & Development,Healthcare Representative,,4.0,3.0,,No
420,32.0,Male,Sales,Sales Executive,5484.0,13.0,3.0,No,No
211,51.0,Male,Research & Development,Manufacturing Director,6132.0,1.0,3.0,No,No
855,33.0,Male,Sales,Sales Executive,4037.0,9.0,1.0,No,No
582,33.0,Male,Research & Development,Manager,13610.0,7.0,3.0,Yes,Yes
1084,30.0,,Research & Development,Manufacturing Director,9957.0,6.0,1.0,No,No
331,32.0,Male,Research & Development,Laboratory Technician,3730.0,3.0,3.0,Yes,Yes
1358,25.0,Male,Research & Development,Laboratory Technician,3669.0,3.0,4.0,No,No
2186,28.0,Male,Research & Development,Laboratory Technician,3181.0,2.0,2.0,,Yes
2248,41.0,Male,Research & Development,Manufacturing Director,5321.0,7.0,4.0,No,No
2079,41.0,Male,,Laboratory Technician,2553.0,2.0,3.0,No,No
1674,49.0,Female,Research & Development,Laboratory Technician,2587.0,2.0,1.0,Yes,No
1550,,Male,Human Resources,Manager,16437.0,21.0,4.0,Yes,No
762,56.0,Male,Research & Development,Healthcare Representative,11103.0,10.0,4.0,No,No
918,58.0,Male,Research & Development,,2380.0,1.0,4.0,Yes,Yes
1069,,Male,Research & Development,Research Director,19627.0,2.0,4.0,No,No
1312,36.0,,Research & Development,Healthcare Representative,,,3.0,No,No
328,,Female,,Laboratory Technician,2707.0,9.0,1.0,No,Yes
1046,32.0,Female,Research & Development,,4025.0,8.0,3.0,No,No
1535,34.0,Male,,Sales Executive,7083.0,10.0,,Yes,No
2236,48.0,Female,Research & Development,Laboratory Technician,5124.0,11.0,1.0,Yes,No
474,37.0,Male,,Research Scientist,,7.0,1.0,Yes,No
933,27.0,Female,Research & Development,Research Scientist,2318.0,1.0,3.0,No,No
1661,49.0,Female,Research & Development,Healthcare Representative,13966.0,,3.0,Yes,No
52,,Female,Sales,Sales Executive,5376.0,5.0,1.0,No,No
1986,40.0,Female,Sales,Sales Executive,5677.0,11.0,2.0,No,No
199,41.0,Male,Research & Development,Manager,17181.0,7.0,1.0,No,No
1574,32.0,Male,Research & Development,Research Scientist,4087.0,6.0,1.0,No,No
379,21.0,Male,Research & Development,Research Scientist,3230.0,3.0,3.0,No,No
451,43.0,Female,Research & Development,Healthcare Representative,,1.0,,No,No
374,55.0,Male,Research & Development,Manager,19045.0,36.0,1.0,Yes,No
2125,33.0,Female,Research & Development,,2919.0,5.0,1.0,No,No
2166,30.0,Female,Research & Development,Research Scientist,2210.0,1.0,2.0,No,No
1654,39.0,Male,Research & Development,Manufacturing Director,5295.0,5.0,2.0,No,No
462,38.0,Female,,Sales Executive,5343.0,10.0,4.0,No,No
1975,39.0,Male,,Sales Executive,,20.0,1.0,No,No
1547,42.0,Male,Research & Development,Healthcare Representative,10124.0,20.0,4.0,Yes,No
815,50.0,Male,Research & Development,Research Director,17639.0,4.0,3.0,No,No
1355,38.0,Female,Sales,Sales Executive,6893.0,7.0,1.0,No,No
1024,48.0,Male,Research & Development,Healthcare Representative,10999.0,15.0,3.0,No,No
1560,33.0,Male,Sales,Sales Executive,6392.0,2.0,1.0,No,No
2134,28.0,Male,Sales,Sales Executive,5486.0,2.0,2.0,No,No
2140,39.0,Male,Human Resources,Human Resources,4337.0,8.0,2.0,No,No
1015,30.0,Female,Research & Development,Research Director,11416.0,8.0,1.0,Yes,No
2273,32.0,Male,Research & Development,Research Scientist,,7.0,4.0,No,No
1032,,Female,Research & Development,Manufacturing Director,13726.0,5.0,4.0,Yes,No
